1676447677.170600,0,0.049109,0.186561,0.176346
1676447677.214731,1,0.048027,0.220583,0.174737
1676447677.258615,2,0.041275,0.251996,0.164968
1676447677.266893,3,0.039513,0.266718,0.157507
1676447677.314690,4,0.037000,0.275231,0.149125
1676447677.316546,5,0.036127,0.278411,0.144265
1676447677.358602,6,0.039269,0.303540,0.116826
1676447677.366772,7,0.030959,0.308005,0.089481
1676447677.410928,8,0.023888,0.302841,0.054447
1676447677.454787,9,0.019002,0.299283,0.047570
1676447677.498767,10,0.010634,0.285642,0.038493
1676447677.514906,11,0.005561,0.275896,0.031945
1676447677.558754,12,0.001432,0.274332,0.035244
1676447677.602692,13,-0.001136,0.271219,0.041113
1676447677.650700,14,-0.002734,0.270127,0.040847
1676447677.698757,15,-0.007408,0.273426,0.042546
1676447677.700248,16,-0.013700,0.272321,0.062952
1676447677.742766,17,-0.019136,0.269636,0.074973
1676447677.790663,18,-0.019303,0.267909,0.081120
1676447677.834617,19,-0.019264,0.267685,0.081144
1676447677.838758,20,-0.018181,0.249862,0.101573
1676447677.886776,21,-0.017978,0.233497,0.124217
1676447677.930852,22,-0.017257,0.225900,0.150030
1676447677.974776,23,-0.011718,0.222426,0.177903
1676447678.018759,24,0.000230,0.214106,0.208183
1676447678.066852,25,0.005194,0.185850,0.239940
1676447678.158924,26,0.138121,0.250821,0.169051
1676447678.202819,27,0.121443,0.263466,0.143651
1676447678.246869,28,0.097578,0.271075,0.109220
1676447678.294789,29,0.084944,0.265740,0.082032
1676447678.342661,30,0.077680,0.256040,0.062319
1676447678.386817,31,0.074987,0.241687,0.049672
1676447678.430634,32,0.074684,0.242252,0.047609
1676447678.474755,33,0.072395,0.238622,0.043265
1676447678.518866,34,0.064722,0.234408,0.035864
1676447678.562850,35,0.062964,0.228545,0.038077
1676447678.606718,36,0.058277,0.227796,0.033971
1676447678.654647,37,0.058760,0.226448,0.036590
1676447678.662987,38,0.057070,0.227389,0.034952
1676447678.706820,39,0.057583,0.228204,0.034964
1676447678.754659,40,0.059909,0.226397,0.040578
1676447678.794762,41,0.062246,0.226980,0.047597
1676447678.838794,42,0.066553,0.227970,0.058645
1676447678.882781,43,0.069294,0.232276,0.068007
1676447678.926694,44,0.076468,0.230564,0.079499
1676447678.974654,45,0.082580,0.227950,0.086910
1676447679.018637,46,0.086870,0.234939,0.091976
1676447679.062774,47,0.094529,0.237653,0.092732
1676447679.070808,48,0.101755,0.246110,0.092212
1676447679.114943,49,0.103558,0.251676,0.091965
1676447679.158771,50,0.106574,0.252919,0.091847
1676447679.202659,51,0.112333,0.252057,0.094787
1676447679.203995,52,-0.058080,0.302819,0.068119
1676447679.246669,53,0.114540,0.251464,0.095310
1676447679.248237,54,-0.057213,0.299319,0.072629
1676447679.290670,55,0.117869,0.250020,0.095737
1676447679.292047,56,-0.058402,0.297168,0.076174
1676447679.334788,57,0.123573,0.245563,0.095800
1676447679.336261,58,-0.064794,0.294982,0.079139
1676447679.378718,59,0.129212,0.241839,0.094043
1676447679.380370,60,-0.074997,0.294165,0.077927
1676447679.422656,61,0.130298,0.241860,0.093762
1676447679.423882,62,-0.076803,0.293877,0.077904
1676447679.426687,63,0.135374,0.241805,0.092112
1676447679.470813,64,0.140992,0.243336,0.090887
1676447679.514862,65,0.145947,0.244452,0.090856
1676447679.558899,66,0.149599,0.244689,0.091027
1676447679.602933,67,0.151929,0.243316,0.090948
1676447679.646886,68,0.152939,0.242594,0.090858
1676447679.690703,69,0.153170,0.242247,0.090755
1676447679.734694,70,0.153515,0.238832,0.090951
1676447679.778667,71,0.154348,0.235648,0.093108
1676447679.786897,72,0.156038,0.226803,0.104205
1676447679.830923,73,0.159257,0.215093,0.124284
1676447679.874790,74,0.165671,0.205081,0.147706
1676447679.922830,75,0.172990,0.192053,0.164873
1676447680.646883,76,-0.027533,0.264750,0.155657
1676447680.690624,77,-0.033854,0.273033,0.154968
1676447680.738635,78,0.223839,0.229334,0.167200
1676447680.739974,79,-0.064462,0.308082,0.143682
1676447680.741299,80,0.220844,0.228574,0.166173
1676447680.742573,81,-0.068870,0.312157,0.142014
1676447680.782675,82,0.196187,0.224686,0.162800
1676447680.784069,83,-0.077427,0.324667,0.129493
1676447680.790338,84,0.169569,0.227349,0.145497
1676447680.791628,85,-0.086172,0.323829,0.132794
1676447680.830720,86,0.161099,0.232913,0.136085
1676447680.832108,87,-0.085411,0.314243,0.125018
1676447680.874787,88,0.143240,0.242663,0.106369
1676447680.876367,89,-0.084776,0.299625,0.116191
1676447680.918687,90,0.137725,0.241773,0.094944
1676447680.919849,91,-0.083014,0.294681,0.113576
1676447680.953475,92,0.135001,0.238910,0.086673
1676447680.954830,93,-0.082823,0.286829,0.112102
1676447680.994747,94,0.133900,0.236703,0.083581
1676447680.996196,95,-0.083520,0.283445,0.111339
1676447681.038770,96,0.133639,0.231189,0.078496
1676447681.040038,97,-0.085784,0.276292,0.105051
1676447681.044034,98,0.133715,0.228336,0.076706
